,degree,clustering_coeff,betweenness_centrality,eigenvector_centrality,community_id
51,7,0.8571428571428571,0.0,3.003277070795729e-07,0
52,2,1.0,0.0,2.6945555196312743e-07,0
53,31,0.3827956989247312,1.840890026784766e-05,1.0113027856785962e-06,0
54,8,0.5714285714285714,0.0,3.162500866863009e-07,0
55,17,0.8308823529411765,7.256816603763514e-08,1.074202465926114e-06,0
56,78,0.34865134865134867,0.0013063208490927017,2.6616827415044544e-05,0
57,15,0.5238095238095238,2.820448943688252e-06,4.881824298253972e-07,0
58,12,0.2727272727272727,0.08276132745457535,0.0005969432384448453,0
59,19,0.7777777777777778,5.551249640868641e-07,5.909014846672462e-07,0
60,8,0.6785714285714286,1.1295002476131267e-07,8.057164257469679e-07,0
61,3,0.6666666666666666,0.0,2.714232791977684e-07,0
62,26,0.5230769230769231,5.11407856711665e-06,1.1293596775836445e-06,0
63,6,1.0,0.0,4.7509192739616393e-07,0
64,7,0.9523809523809523,6.575833060925813e-06,3.925536550545762e-07,0
65,12,0.5,8.842778570555425e-07,6.730385002732909e-07,0
66,15,0.8761904761904762,4.1691563196803873e-07,1.349621858325262e-06,0
67,76,0.36140350877192984,0.001051320307547241,2.6926011133268487e-05,0
68,9,0.8333333333333334,1.982160311816048e-07,2.8293326247496275e-07,0
69,10,0.6444444444444445,1.4828661423623845e-07,6.669669628849734e-07,0
70,2,1.0,0.0,2.695066773737778e-07,0
71,3,1.0,0.0,2.713710787367558e-07,0
72,24,0.605072463768116,1.1693746853199721e-06,8.100864498916503e-07,0
73,10,0.5333333333333333,5.002595072678597e-07,3.154713827109514e-07,0
74,1,0.0,0.0,2.676407902886068e-07,0
75,14,0.7582417582417582,1.147083513782435e-07,1.0214018998142906e-06,0
76,3,1.0,0.0,2.8345532648008203e-07,0
77,6,0.6,0.0,3.028525639967509e-07,0
78,9,1.0,0.0,2.8262005344308395e-07,0
79,12,0.9393939393939394,1.8353336220518963e-08,5.732212078236738e-07,0
80,23,0.5217391304347826,0.00015628043138524902,6.571371884977006e-07,0
81,3,0.6666666666666666,0.0,2.941949350440055e-07,0
82,34,0.41711229946524064,4.369367820568224e-06,9.799445287903324e-07,0
83,7,0.8571428571428571,0.0,3.003277070795729e-07,0
84,13,0.4230769230769231,2.274764929274607e-06,5.10550502635648e-07,0
85,14,0.6483516483516484,5.069985369660133e-07,6.91063527894315e-07,0
86,6,1.0,0.0,2.7730726806579665e-07,0
87,13,0.6410256410256411,2.1148962924587853e-05,2.5552063119104685e-05,0
88,20,0.3368421052631579,2.0228653896479843e-06,8.522872707731223e-07,0
89,8,0.6785714285714286,0.0,2.805596658446083e-07,0
90,2,1.0,0.0,2.694299132625365e-07,0
91,8,0.6785714285714286,0.0,2.8040438679999273e-07,0
92,21,0.7761904761904762,4.0587092099090506e-07,3.302689673116707e-07,0
93,8,0.8571428571428571,1.982160311816048e-07,2.810526240837233e-07,0
94,22,0.6666666666666666,2.9036288853448187e-06,5.027693816730997e-07,0
95,6,0.8666666666666667,0.0,2.7680047097448335e-07,0
96,9,0.3888888888888889,0.0,4.739835072169205e-07,0
97,3,0.6666666666666666,0.0,2.7129597040121663e-07,0
98,49,0.5246598639455783,7.1906834168309355e-06,1.9699747582820415e-06,0
99,13,0.6410256410256411,2.6936142808785935e-06,2.904025671684916e-07,0
100,9,0.6111111111111112,0.0,3.338887008511198e-07,0
101,19,0.8304093567251462,5.250365111655604e-07,3.2178942735434555e-07,0
102,6,1.0,0.0,2.772570895190145e-07,0
103,16,0.55,7.499048115120049e-05,2.5295478124534503e-05,0
104,32,0.6088709677419355,2.187157517537473e-06,1.525026435068006e-06,0
105,14,0.6703296703296703,1.046140164569581e-07,7.112406298501672e-07,0
106,8,0.42857142857142855,5.533530870486467e-07,4.6628533820146526e-07,0
107,1045,0.049038479165520905,0.48982782720225704,0.0011017858987393226,9
108,13,0.7948717948717948,2.9281913697282527e-07,4.734070182697012e-07,0
109,37,0.53003003003003,1.0681634064566893e-05,2.0129770322104912e-06,0
110,5,1.0,0.0,2.7500778903158803e-07,0
111,14,0.5604395604395604,6.489215306540634e-07,2.9283868302142195e-07,0
112,3,1.0,0.0,2.7140109678661617e-07,0
113,40,0.5371794871794872,1.7759903890575027e-06,1.598329946798716e-06,0
114,1,0.0,0.0,2.676407902886068e-07,0
115,21,0.5333333333333333,9.5829978646559e-06,3.064236454016719e-07,0
116,17,0.6617647058823529,2.0808750416306968e-06,2.990090945587181e-07,0
117,6,0.4666666666666667,7.309216149821676e-07,4.545232609722027e-07,0
118,36,0.5365079365079365,1.3463125596794046e-05,1.3511607580630377e-06,0
119,62,0.28714965626652567,0.002019889236065978,2.2386916577398574e-06,0
120,4,0.5,2.024094162400759e-05,2.439929745522421e-05,0
121,12,0.4696969696969697,4.479524990393807e-07,8.098792224519466e-07,0
122,63,0.38556067588325654,0.0010389322643713627,2.6515538937541468e-05,0
123,18,0.6928104575163399,3.698150347767659e-07,9.09823244640253e-07,0
124,4,0.5,0.0,2.836087429428114e-07,0
125,4,0.6666666666666666,3.7258968204917853e-06,2.4552568272465046e-05,0
126,7,0.7619047619047619,6.813676071867665e-07,4.5479531890068013e-07,0
127,16,0.7333333333333333,5.158121720521308e-07,4.784019019629328e-07,0
128,28,0.5952380952380952,2.4391642020652425e-06,1.6319489347116833e-06,0
129,7,0.9047619047619048,0.0,6.162472132225788e-07,0
130,16,0.35833333333333334,3.0068664015852375e-06,6.785519488299699e-07,0
131,7,1.0,0.0,2.7905746654878966e-07,0
132,16,0.4,0.0,7.082153919763725e-07,0
133,18,0.5882352941176471,3.0855619723024427e-06,7.429205547538238e-07,0
134,19,0.7076023391812866,7.420498147847064e-07,1.0821291002004451e-06,0
135,10,1.0,0.0,2.9524615879085395e-07,0
136,133,0.32137161084529503,0.02843849974604461,0.003908093538567998,4
137,16,0.5333333333333333,3.0522909087310217e-06,2.965211566506565e-07,0
138,2,1.0,0.0,2.695986723391659e-07,0
139,9,0.9722222222222222,0.0,2.945650052016846e-07,0
140,11,0.8909090909090909,0.0,2.8752466007664334e-07,0
141,28,0.5555555555555556,6.454843520024776e-06,1.1510334462373603e-06,0
142,43,0.530454042081949,5.242146043747849e-06,2.107023188558762e-06,0
143,12,0.6060606060606061,1.6694981197736356e-06,2.8832176824718146e-07,0
144,15,0.7047619047619048,2.47770038977006e-07,2.951630937623171e-07,0
145,2,1.0,0.0,2.694299132625365e-07,0
146,10,0.4666666666666667,6.373481614662814e-05,2.4741301258160436e-05,0
147,6,0.9333333333333333,0.0,2.768244328370223e-07,0
148,20,0.42105263157894735,3.685623080473374e-06,7.386624345569619e-07,0
149,14,0.7802197802197802,7.588449050891001e-07,2.930244610832505e-07,0
150,11,0.5636363636363636,0.0001400744194448674,5.665051412941972e-07,0
151,7,0.9047619047619048,0.0,2.795329734720451e-07,0
152,5,0.7,0.0,4.317762862816547e-07,0
153,2,1.0,0.0,2.7873761874456113e-07,0
154,2,1.0,0.0,2.6946728034234274e-07,0
155,3,0.6666666666666666,0.0,2.713985735948485e-07,0
156,12,0.5303030303030303,7.466541589980763e-05,2.4771621795421914e-05,0
157,3,0.6666666666666666,0.0,2.712988476457164e-07,0
158,25,0.3566666666666667,7.1365320604811884e-06,1.2590259677076598e-06,0
159,14,0.6263736263736264,1.4958803262278433e-06,5.01845570328544e-07,0
160,2,1.0,0.0,2.7158805327839907e-07,0
161,25,0.5466666666666666,2.1844833122531883e-06,2.049240986182391e-06,0
162,8,0.8571428571428571,6.19425097442515e-08,2.814323152423283e-07,0
163,6,0.5333333333333333,3.694885349359662e-05,2.985326263692629e-07,0
164,3,0.6666666666666666,0.0,4.361172807960195e-07,0
165,11,0.6,0.0,6.606462697322496e-07,0
166,4,0.6666666666666666,3.303600519693413e-07,2.785859457832427e-07,0
167,7,0.9047619047619048,9.91080155908024e-08,2.789252353401414e-07,0
168,11,0.6909090909090909,0.0,8.129898021716909e-07,0
169,38,0.4395448079658606,0.0004447530525091903,2.596849318769664e-05,0
170,46,0.4714975845410628,1.6426188577559345e-05,1.9462536243658443e-06,0
171,22,0.21645021645021645,0.016768066774702377,1.357875469152066e-05,0
172,41,0.45975609756097563,1.228677225519972e-05,1.2217682805814015e-06,0
173,12,0.24242424242424243,0.003521847802302399,8.135945599170392e-07,1
174,4,0.8333333333333334,0.0,2.731797180150119e-07,0
175,17,0.4264705882352941,5.653876317989586e-06,3.1449455012369926e-07,0
176,14,0.7252747252747253,1.1855216375269158e-06,5.691273101460455e-07,0
177,11,0.7636363636363637,9.344470041418512e-07,2.865933603782125e-07,0
178,13,0.46153846153846156,1.807380079192952e-06,6.719628111748378e-07,0
179,3,0.6666666666666666,0.0,2.7119541174992615e-07,0
180,20,0.7578947368421053,3.763744877793567e-07,3.321751690259361e-07,0
181,10,0.8666666666666667,1.23885019488503e-07,2.8538626320902935e-07,0
182,3,0.6666666666666666,0.0,2.7122040435714414e-07,0
183,2,1.0,0.0,2.7236884621723446e-07,0
184,18,0.6339869281045751,9.287622370138075e-07,4.884014505718269e-07,0
185,26,0.5384615384615384,4.757285209990752e-06,1.59446889605718e-06,0
186,44,0.4978858350951374,7.822695040290095e-06,1.788387424622658e-06,0
187,16,0.8583333333333333,8.259001299233533e-08,3.149645305314604e-07,0
188,48,0.45567375886524825,1.3380100043842389e-05,2.1042494689429404e-06,0
189,7,0.9523809523809523,6.575833060925813e-06,3.925536550545763e-07,0
190,4,0.5,4.95540077954012e-07,2.747004434294999e-07,0
191,3,1.0,0.0,2.7836307797948243e-07,0
192,5,0.4,7.43310116931018e-07,2.7502226450240546e-07,0
193,5,0.7,2.47770038977006e-07,2.7498379927618087e-07,0
194,19,0.8245614035087719,3.026334047504859e-07,3.2506467928851854e-07,0
195,9,1.0,0.0,2.8262005344308395e-07,0
196,13,0.717948717948718,1.982160311816048e-07,6.272877813991938e-07,0
197,16,0.7416666666666667,3.754091499651606e-07,4.829489954727301e-07,0
198,12,0.4696969696969697,0.001839479689853144,5.133815394323195e-07,1
199,47,0.47178538390379277,7.179923775858595e-06,1.620582563689595e-06,0
200,57,0.4342105263157895,1.7735077893373577e-05,2.1986799391614055e-06,0
201,4,1.0,0.0,2.731931277246756e-07,0
202,4,0.6666666666666666,3.187661999227545e-06,2.8200325313080783e-07,0
203,57,0.42857142857142855,1.8075375398830042e-05,2.3263204879691823e-06,0
204,22,0.5887445887445888,2.0411531782391443e-06,5.194085674962799e-07,0
205,2,1.0,0.0,2.6945555196312743e-07,0
206,4,0.5,4.1295006496167666e-07,2.810009155097122e-07,0
207,3,1.0,0.0,6.000764359654003e-07,0
208,7,0.8571428571428571,0.0,5.000654640941248e-07,0
209,1,0.0,0.0,2.676407902886068e-07,0
210,1,0.0,0.0,2.676407902886068e-07,0
211,30,0.6,3.6338051668309573e-06,1.284794848586178e-06,0
212,18,0.6993464052287581,5.977576856266061e-07,1.0499086587452903e-06,0
213,39,0.30364372469635625,0.0004978518699303722,2.6383442899378364e-05,0
214,17,0.5661764705882353,4.6309400142130885e-07,2.988803857911951e-07,0
215,1,0.0,0.0,2.676407902886068e-07,0
216,2,1.0,0.0,2.6949667941891343e-07,0
217,8,0.8214285714285714,1.626246172759831e-05,5.474964579917129e-07,0
218,9,1.0,0.0,2.8262005344308395e-07,0
219,6,0.7333333333333333,0.0,2.7677567067139964e-07,0
220,4,1.0,0.0,2.735580471717127e-07,0
221,8,0.8571428571428571,0.0,8.0320805227812e-07,0
222,11,0.7454545454545455,2.229930350793054e-06,5.024941358196194e-07,0
223,27,0.7207977207977208,1.0938466826052499e-06,1.3190796110131663e-06,0
224,28,0.5211640211640212,3.0761685887106567e-06,1.607204068669027e-06,0
225,10,0.8444444444444444,6.866769651648452e-07,2.8478825027181526e-07,0
226,14,0.8131868131868132,3.116789776020274e-07,2.932286498681191e-07,0
227,15,0.5428571428571428,4.8905086264747134e-06,2.9416529844937944e-07,0
228,3,1.0,0.0,2.7427272642473643e-07,0
229,6,0.5333333333333333,0.0,3.1100610185935275e-07,0
230,9,0.2777777777777778,0.0,2.826589794143983e-07,0
231,21,0.4523809523809524,4.198555034756049e-06,9.044231081765625e-07,0
232,25,0.62,2.0140828305852812e-06,1.2766143705015083e-06,0
233,2,1.0,0.0,2.694180201674383e-07,0
234,2,1.0,0.0,2.814172010520976e-07,0
235,5,0.8,0.0,7.545686945290434e-07,0
236,37,0.4099099099099099,1.095248865773828e-05,1.819712587232757e-06,0
237,7,0.8571428571428571,0.0,3.003277070795729e-07,0
238,23,0.7154150197628458,8.54027654464253e-07,7.67970918066399e-07,0
239,59,0.418468731735827,3.405615962785639e-05,2.1967869508432947e-06,0
240,3,0.6666666666666666,0.0,2.7284005854215604e-07,0
241,2,1.0,0.0,2.6944206177102764e-07,0
242,24,0.5978260869565217,3.7851789525939586e-06,6.686415319835652e-07,0
243,8,0.6428571428571429,0.0,2.811546450263078e-07,0
244,2,1.0,0.0,2.694180201674383e-07,0
245,5,0.7,2.47770038977006e-07,2.751611184486693e-07,0
246,14,0.5934065934065934,1.7450528748011328e-05,2.586827886965284e-05,0
247,3,0.6666666666666666,2.47770038977006e-07,4.207525537210956e-07,0
248,21,0.5047619047619047,3.9439726443414315e-06,1.090685967401294e-06,0
249,24,0.6268115942028986,9.132095722295364e-07,8.194148297046879e-07,0
250,5,0.8,4.95540077954012e-08,4.684756060075968e-07,0
251,14,0.7802197802197802,1.1727781844911617e-06,6.241563458715134e-07,0
252,65,0.4033653846153846,3.170679452487556e-05,2.7142000054577782e-06,0
253,3,0.6666666666666666,0.0,2.7129597040121663e-07,0
254,17,0.9044117647058824,1.7402895594813517e-07,3.166330429223518e-07,0
255,2,1.0,0.0,2.6944206177102764e-07,0
256,2,1.0,0.0,2.694180201674383e-07,0
257,18,0.5032679738562091,2.7500209953797087e-06,1.0332848136932484e-06,0
258,15,0.4857142857142857,0.0,5.482054820883192e-07,0
259,8,0.6785714285714286,0.0,2.8040438679999273e-07,0
260,8,0.39285714285714285,4.1295006496167666e-07,6.191548616499651e-07,0
261,38,0.4751066856330014,4.4514340861064395e-06,1.1930468934107852e-06,0
262,4,1.0,0.0,2.735580471717127e-07,0
263,7,0.9523809523809523,8.259001299233533e-08,2.791123949017998e-07,0
264,5,1.0,0.0,2.7500778903158803e-07,0
265,27,0.6410256410256411,3.5377894678340334e-06,8.212212038925553e-07,0
266,18,0.8823529411764706,1.7402895594813517e-07,3.207379235569112e-07,0
267,2,1.0,0.0,2.696087810126005e-07,0
268,11,0.9090909090909091,0.0,3.606928306083495e-07,0
269,6,0.4666666666666667,4.865250122388352e-05,3.9838174319031956e-06,0
270,4,0.8333333333333334,0.0,2.9793868006216725e-07,0
271,73,0.386986301369863,3.1928480247404686e-05,2.4643815488976377e-06,0
272,45,0.35353535353535354,2.6545163026769894e-05,1.866865997731631e-06,0
273,9,1.0,0.0,2.8262005344308395e-07,0
274,14,0.5604395604395604,2.4913141281753894e-07,6.912588395528285e-07,0
275,10,0.8666666666666667,1.23885019488503e-07,2.8538626320902935e-07,0
276,18,0.7516339869281046,8.35577724569163e-07,9.151396539927189e-07,0
277,65,0.3466346153846154,4.161929561502537e-05,2.9905173881221413e-06,0
278,10,0.8,6.819575358509975e-07,2.847380549954272e-07,0
279,2,1.0,0.0,2.6957498362863235e-07,0
280,43,0.4673311184939092,1.0934486812839223e-05,1.766921100175581e-06,0
281,16,0.7416666666666667,1.288618722194697e-06,6.390049500630755e-07,0
282,2,1.0,0.0,2.694180201674383e-07,0
283,5,0.6,0.0,2.965038963599597e-07,0
284,16,0.7,1.4638096588451053e-06,6.34239433553824e-07,0
285,47,0.43293246993524515,0.0005644925739499978,2.6378663170565524e-05,0
286,2,1.0,0.0,2.695725505625221e-07,0
287,1,0.0,0.0,2.676407902886068e-07,0
288,4,0.8333333333333334,0.0,4.5873985403928607e-07,0
289,4,0.8333333333333334,0.0,2.7353222533302213e-07,0
290,14,0.8241758241758241,1.656001488795448e-07,8.868758275943981e-07,0
291,36,0.38095238095238093,1.1430395813388053e-05,1.6695173326263324e-06,0
292,1,0.0,0.0,2.676407902886068e-07,0
293,3,1.0,0.0,2.7140109678661617e-07,0
294,3,0.6666666666666666,0.0,2.883202546395565e-07,0
295,10,0.5333333333333333,3.280413483960271e-07,5.033142898761146e-07,0
296,7,0.9523809523809523,8.259001299233533e-08,2.791123949017998e-07,0
297,25,0.72,8.076083581692494e-07,1.4748940167199521e-06,0
298,11,0.9454545454545454,5.5060008661556886e-08,5.178368469532586e-07,0
299,20,0.6842105263157895,2.7697150785643884e-06,3.2522729047567165e-07,0
300,7,0.7619047619047619,3.350794812831891e-07,2.861308510482793e-07,0
301,3,0.6666666666666666,2.47770038977006e-07,4.2532597160344544e-07,0
302,20,0.7526315789473684,4.1766949427552433e-07,4.874064220791862e-07,0
303,21,0.580952380952381,2.055418725937821e-06,1.5360542021379763e-06,0
304,55,0.3872053872053872,0.0005781146609646136,2.6589271902018833e-05,0
305,2,1.0,0.0,2.6972781372930307e-07,0
306,9,1.0,0.0,2.8262005344308395e-07,0
307,4,0.6666666666666666,0.0,2.8311705332589594e-07,0
308,24,0.4746376811594203,0.00011259438008631916,2.583671634602985e-05,0
309,10,1.0,0.0,2.9524615879085395e-07,0
310,13,0.5384615384615384,1.2058141896880958e-06,2.9048846466008514e-07,0
311,7,0.5238095238095238,2.47770038977006e-07,3.1601765164382974e-07,0
312,26,0.4276923076923077,9.824278688326364e-06,3.156518778392805e-07,0
313,37,0.5015015015015015,8.692621382511566e-06,1.6528371723742982e-06,0
314,13,0.4230769230769231,2.0372203204776052e-07,3.7439073908346735e-07,0
315,56,0.31623376623376626,0.0005431638267865453,2.70197336890429e-05,0
316,2,1.0,0.0,2.755274661301308e-07,0
317,7,0.5238095238095238,0.0,4.5331027736466004e-07,0
318,11,0.5272727272727272,7.859753238715665e-08,5.154930580498926e-07,0
319,8,0.6785714285714286,0.0,2.805596658446083e-07,0
320,21,0.48095238095238096,7.098236207541257e-06,3.4020280164339277e-07,0
321,3,1.0,0.0,2.716159215519362e-07,0
322,72,0.2918622848200313,0.0015710068165945045,2.714697002097389e-05,0
323,39,0.4844804318488529,1.2907673073361486e-05,2.020279252337148e-06,0
324,26,0.36615384615384616,0.00021065365831108725,2.522380931834138e-05,0
325,39,0.601889338731444,2.1908025408488928e-06,1.4196627011806559e-06,0
326,19,0.6666666666666666,1.907436014346792e-06,3.02856842063512e-07,0
327,4,1.0,0.0,2.731711210864179e-07,0
328,9,1.0,0.0,2.8262005344308395e-07,0
329,30,0.22528735632183908,1.667076713509186e-05,1.0949093777685574e-06,0
330,16,0.825,6.19425097442515e-08,3.1800258900804886e-07,0
331,20,0.5263157894736842,2.5410888031031127e-07,7.450134841333102e-07,0
332,43,0.42081949058693247,1.4823484154470015e-05,2.0486820062620514e-06,0
333,8,0.7857142857142857,3.18561478684722e-07,2.811660557117905e-07,0
334,28,0.5105820105820106,7.3269109252961945e-06,1.606948636737524e-06,0
335,1,0.0,0.0,2.676407902886068e-07,0
336,3,1.0,0.0,2.869023324908924e-07,0
337,9,0.8055555555555556,2.9732404677240726e-07,2.828961695291709e-07,0
338,7,0.6666666666666666,5.777065524181815e-07,4.846334224289089e-07,0
339,27,0.25925925925925924,0.00034780036237041443,2.5642274787648432e-05,0
340,6,0.7333333333333333,0.0,1.0649827093995453e-06,0
341,12,0.7727272727272727,4.129500649616766e-08,8.544226990160183e-07,0
342,34,0.5775401069518716,4.08594206086328e-06,1.5100373156181635e-06,0
343,18,0.6339869281045751,1.7546444903109718e-06,3.008115052033274e-07,0
344,9,0.5,3.7484761358958244e-07,6.466676200056629e-07,0
345,16,0.65,2.9643915377606077e-07,1.492579689190235e-06,0
346,27,0.5299145299145299,7.544007758185602e-06,3.5649478506012333e-07,0
347,7,0.8095238095238095,0.0,7.665525105671873e-07,0
348,229,0.12303684976633725,0.03600494568216241,2.602802869346618e-05,1
414,159,0.1351803200382135,0.04336848100751551,2.194139829554947e-05,1
428,115,0.26758199847444697,0.06071917917166048,0.0006126172864271524,1
1684,792,0.044774546986936364,0.34462113695966456,1.657382217832478e-05,2
1912,755,0.10548597326400477,0.21637731923327588,0.09543113164645776,4
2814,2,1.0,0.0,3.812223818935778e-06,0
2838,4,1.0,0.0,3.935395413897614e-06,0
2885,4,1.0,0.0,3.938102194146448e-06,0
3003,4,1.0,0.0,3.935395413897614e-06,0
3173,18,0.21568627450980393,0.0005688237737505909,3.838559479036444e-06,2
3290,5,0.8,1.5338145270005133e-07,4.333111462781056e-06,0
353,102,0.31721995728984664,0.0022874378598845653,2.796547984840795e-05,1
363,96,0.31951754385964914,0.00212657115370916,2.0783450616764237e-05,1
366,97,0.33526632302405496,0.0012782361933966302,2.5243815931755647e-05,1
376,133,0.2631578947368421,0.008097315123941158,2.7112542093889723e-05,1
389,48,0.2845744680851064,0.0013782543561673664,1.2499806920961463e-05,6
420,34,0.4919786096256685,0.00047754492190192404,1.617272270343481e-05,1
475,122,0.2750304836742989,0.005092591935897225,2.759003306617296e-05,1
483,231,0.1616412572934312,0.01095473907084829,4.625596073184704e-05,1
484,107,0.2671486510315641,0.002780167440097152,5.418403914655691e-05,1
517,104,0.3525018670649739,0.001559028581185266,2.4258898598058302e-05,1
526,98,0.2457395329265727,0.0017018485451214434,0.00013696281535677124,1
538,87,0.3322641005078856,0.0010453472236010763,1.94359847646178e-05,1
563,91,0.18485958485958487,0.057369324073568935,0.0006126153764591512,1
566,85,0.4070028011204482,0.0018687396437038356,2.6346652236174302e-05,1
580,84,0.3654618473895582,0.0020543198109369567,2.0409129011167496e-05,1
596,46,0.1681159420289855,0.0016057672149892902,1.921795372061022e-05,1
601,25,0.4166666666666667,0.0003753980472684228,1.4947314816787781e-05,1
606,91,0.2549450549450549,0.0010195604447100135,3.708707844248432e-05,1
629,11,0.38181818181818183,5.2029329389384806e-05,9.866363820381132e-06,1
637,115,0.19115179252479023,0.0018262767987011295,3.784248815528815e-05,1
641,66,0.31002331002331,0.000337186660587253,2.6600671276062395e-05,1
649,5,0.4,2.754476853208573e-05,8.832998047371367e-06,7
651,73,0.323820395738204,0.0014757963983599474,2.298981733953981e-05,1
896,126,0.38603174603174606,6.405858583406967e-05,2.5886155646356446e-05,6
897,66,0.38554778554778557,1.668052309870954e-05,0.00017017231366793913,9
898,38,0.7610241820768137,1.319299496838266e-07,1.3561444072574404e-05,6
899,3,1.0,0.0,8.739818898693503e-06,9
900,13,0.5512820512820513,8.725686399386302e-07,1.0394194701241512e-05,7
901,34,0.8235294117647058,6.241433267997612e-07,1.1363870892038995e-05,7
902,46,0.8231884057971014,9.101712135321185e-07,1.5249290549593339e-05,6
903,34,0.7825311942959001,2.120598909495208e-06,1.1511161185490147e-05,7
904,3,0.6666666666666666,1.23885019488503e-07,8.642036177833102e-06,9
905,17,0.4411764705882353,3.9158080515103743e-07,1.1936351848012135e-05,1
906,78,0.5541125541125541,6.445010489614879e-06,0.00026243611919911673,9
907,13,0.4230769230769231,8.24425308262776e-07,3.386660390152223e-05,9
908,32,0.4475806451612903,0.0003023564562768895,5.108544037066304e-05,7
909,12,0.6363636363636364,9.332671468133892e-07,9.614353145658495e-06,7
910,5,1.0,0.0,8.815064086494491e-06,1
911,1,0.0,0.0,8.47728302546371e-06,9
912,9,0.4722222222222222,9.084901429156887e-07,9.479906436364015e-06,1
913,44,0.30655391120507397,9.672667727472742e-06,4.917763129561857e-05,6
914,16,0.6333333333333333,1.3753666281253019e-06,1.1619166382535306e-05,6
915,35,0.37815126050420167,6.614622425505977e-05,1.9095516032592355e-05,1
916,147,0.482900009318796,0.0007907619723525943,0.0005332670593353463,9
917,130,0.22921884317233154,0.00029748370918161694,3.0195793943501964e-05,6
918,1,0.0,0.0,8.47728302546371e-06,9
919,29,0.8645320197044335,7.211823403398008e-06,1.2783968959069395e-05,6
920,13,0.3974358974358974,2.8926665199066556e-06,3.4249193279163484e-05,9
921,106,0.5764600179694519,0.00031885999769726715,0.0004011439859795085,9
922,30,0.46436781609195404,1.9437260840365837e-06,7.222900564328498e-05,9
923,8,0.5357142857142857,1.1872458755782805e-06,1.019251592202588e-05,7
924,45,0.4202020202020202,9.477259672700749e-06,1.3594730129665627e-05,6
925,167,0.46771517206550756,0.0008512301580505879,0.0005742509151291998,9
926,21,0.5095238095238095,1.4107060132433454e-06,6.739716244871795e-05,9
